"homograph"	"wordid"	"sentence"	"start"	"end"
"import"	"import_nou"	"After Brexit, there was uncertainty about how UK import laws would change."	49	55
"import"	"import_nou"	"Foreign automakers face intense competition from home-grown brands despite their strong reputation abroad and large import volumes."	116	122
"import"	"import_nou"	"Many small business owners struggle to afford the legal fees associated with navigating complex import regulations."	96	102
"import"	"import_nou"	"To tackle this dual problem they launched a policy which could reduce the crude oil import along with handling the environmental crisis."	84	90
"import"	"import_nou"	"When you next hear of, or see Philip Wharton, you will understand the import of your own words."	70	76
"import"	"import_vrb"	"After Brexit, the UK may have to import food from other countries."	33	39
"import"	"import_vrb"	"Her job involves negotiating contracts with international suppliers who import materials."	72	78
"import"	"import_vrb"	"It's illegal to import some species of plants due to environmental concerns."	16	22
"import"	"import_vrb"	"She loves to import unique furniture pieces from vintage stores in Europe."	13	19
"import"	"import_vrb"	"The manufacturing process requires us to import large quantities of raw materials."	41	47
"incense"	"incense_nou"	"Aromatherapy practitioners often use incense made from natural plant extracts like lemongrass or rose petals."	37	44
"incense"	"incense_nou"	"Her favorite way to unwind after work involved lighting some lavender incense and listening to calming music."	70	77
"incense"	"incense_nou"	"Incense sticks were used ceremoniously in many religious rituals throughout history."	0	7
"incense"	"incense_nou"	"She lit the stick of incense and let its sweet scent fill her meditation room."	21	28
"incense"	"incense_nou"	"The priest waved the incense burner around the altar, filling the church with fragrant smoke."	21	28
"incense"	"incense_vrb"	"His sarcastic remarks only served to further incense his colleagues."	45	52
"incense"	"incense_vrb"	"The way he spoke to her was enough to incense anyone who witnessed it."	38	45
"incense"	"incense_vrb"	"If that doesn't incense you, then you're not paying attention."	16	23
"incense"	"incense_vrb"	"The yoga studio burned sage and sweetgrass to incense the space before each class."	46	53
"incense"	"incense_vrb"	"After a long day at work, Sarah likes to incense her home with scented candles and essential oils."	41	48
"incline"	"incline_nou"	"The old staircase was too dangerous to ascend due to its steep incline and state of disrepair."	63	70
"incline"	"incline_nou"	"The architect designed a gentle incline for the ramp leading to the entrance."	32	39
"incline"	"incline_nou"	"The hikers were exhausted by the long incline they had just ascended."	38	45
"incline"	"incline_nou"	"The snow-covered incline glistened invitingly under the winter sun."	17	24
"incline"	"incline_nou"	"At the top of the incline, the train paused briefly before beginning its descent down the other side."	18	25
"incline"	"incline_vrb"	"As he grew older, John began to incline more towards classical music than pop songs."	32	39
"incline"	"incline_vrb"	"Her interests incline towards art and music rather than science or math."	14	21
"incline"	"incline_vrb"	"The tree branches incline towards the ground under the weight of the heavy snow."	18	25
"incline"	"incline_vrb"	"The research findings suggest that exercise habits incline towards consistency among older adults."	51	58
"incline"	"incline_vrb"	"Instead, try Hollywood Road for gorgeous local treasures and even a tasteful Mao head if you so incline."	96	103
"increase"	"increase_nou"	"The company's profits saw an increase of 20% last quarter."	29	37
"increase"	"increase_nou"	"The firm hired additional staff to handle the increase in demand."	46	54
"increase"	"increase_nou"	"The local economy benefited from an increase in agricultural production."	36	44
"increase"	"increase_nou"	"The restaurant chain reported an increase in profit margins."	33	41
"increase"	"increase_nou"	"There was a noticeable increase in attendance at this year's concert."	23	31
"increase"	"increase_vrb"	"His salary will increase by 10% next month."	16	24
"increase"	"increase_vrb"	"The government announced plans to increase funding for education."	34	42
"increase"	"increase_vrb"	"The university received a grant to increase research opportunities."	35	43
"increase"	"increase_vrb"	"Exercise can increase your heart rate and improve cardiovascular health."	13	21
"increase"	"increase_vrb"	"New technology may increase efficiency in manufacturing processes."	19	27
"increment"	"increment_nou"	"A small but consistent increment in exercise routine led to significant improvements in overall health."	23	32
"increment"	"increment_nou"	"Each step in the staircase represented an increment in elevation."	42	51
"increment"	"increment_nou"	"I'm hoping for a pay increment when my contract comes up for renewal."	21	30
"increment"	"increment_nou"	"The new policy will come into effect next month, with a gradual increment in fines for littering."	64	73
"increment"	"increment_nou"	"We can expect an increment in demand for our products once the new marketing campaign launches."	17	26
"increment"	"increment_vrb"	"Age and experience can increment one's wisdom."	23	32
"increment"	"increment_vrb"	"Each correct answer will increment your chances of winning the grand prize."	25	34
"increment"	"increment_vrb"	"I need you to increment your work pace to meet our deadline."	14	23
"increment"	"increment_vrb"	"If everyone chips in an additional dollar per week then gradually our community fundraising total should increment significantly!"	105	114
"increment"	"increment_vrb"	"They decided to increment their fundraising goal by $10,000."	16	25
"initiate"	"initiate_nou"	"Her passion for art led her to become an initiate at a local gallery, where she learned from experienced artists."	41	49
"initiate"	"initiate_nou"	"She joined a non-profit organization dedicated to empowering young women, becoming an initiate member of its leadership committee."	86	94
"initiate"	"initiate_nou"	"As part of the process, a new initiate is expected to perform several rituals that may seem strange or pointless."	30	38
"initiate"	"initiate_nou"	"It took several months for her to adjust to life as an initiate in the monastery."	55	63
"initiate"	"initiate_nou"	"Becoming an initiate of the elite military unit required rigorous physical and mental testing."	12	20
"initiate"	"initiate_vrb"	"As soon as we received notice that funding had been secured, we began planning efforts to initiate research trials immediately."	90	98
"initiate"	"initiate_vrb"	"I didn't mean to initiate an argument; I just wanted to express my opinion."	17	25
"initiate"	"initiate_vrb"	"My boss asked me to initiate contact with potential clients by sending out introductory emails and setting up meetings."	20	28
"initiate"	"initiate_vrb"	"The company's HR department took steps to initiate diversity training programs aimed at promoting workplace inclusivity."	42	50
"initiate"	"initiate_vrb"	"The team leader decided to initiate a brainstorming session to come up with innovative solutions for their next project."	27	35
"insert"	"insert_nou"	"The magazine included an insert card with instructions on how to enter the contest."	25	31
"insert"	"insert_nou"	"The insert in the magazine was a special feature on sustainable living."	4	10
"insert"	"insert_nou"	"The insert in my shoe helps to cushion my foot and prevent blisters."	4	10
"insert"	"insert_nou"	"I love the beautiful floral insert in this dress - it adds such a touch of elegance."	28	34
"insert"	"insert_nou"	"The company will release a software update that includes a new feature insert."	71	77
"insert"	"insert_vrb"	"After some difficulty, she managed to insert her hairpin back into its holder."	38	44
"insert"	"insert_vrb"	"Could you please help me find where it says 'Insert disc two' in these instructions?"	45	51
"insert"	"insert_vrb"	"It's important to correctly insert the batteries into the device for proper functioning."	28	34
"insert"	"insert_vrb"	"The company will insert a disclaimer in all its advertisements from now on."	17	23
"insert"	"insert_vrb"	"To fix the puncture, he had to remove the nail and then re-insert the inner tube."	59	65
"instrument"	"instrument_nou"	"From the delicate flute to the powerful drums, every instrument had its place in the symphony."	53	63
"instrument"	"instrument_nou"	"Learning to play a new instrument can be challenging but also incredibly rewarding experience."	23	33
"instrument"	"instrument_nou"	"The guitar is a versatile instrument that can be played in many styles."	26	36
"instrument"	"instrument_nou"	"The doctor examined the patient's throat with an instrument called a laryngoscope."	49	59
"instrument"	"instrument_nou"	"The chef chopped vegetables for the soup using a sharp kitchen instrument called a knife."	63	73
"instrument"	"instrument_vrb"	"We need to instrument our aircraft with more advanced navigation equipment."	11	21
"instrument"	"instrument_vrb"	"The company will instrument its fleet of vehicles with GPS tracking devices this year."	17	27
"instrument"	"instrument_vrb"	"Astronomers instrument their telescope with specialized software to detect exoplanets."	12	22
"instrument"	"instrument_vrb"	"The producer knew how to instrument songs with a catchy beat and synthesizer riffs."	25	35
"instrument"	"instrument_vrb"	"The producers decided to instrument the pop ballad with a full orchestra, giving it a lush sound."	25	35
"insult"	"insult_nou"	"Although intended as humor, their prank ended up feeling more like an insult than anything else."	70	76
"insult"	"insult_nou"	"He responded to the challenge with a witty insult that left everyone laughing."	43	49
"insult"	"insult_nou"	"I can't believe he had the audacity to say that to my face! It was such a blatant insult."	82	88
"insult"	"insult_nou"	"She felt hurt by her friend's thoughtless insult."	42	48
"insult"	"insult_nou"	"The teacher tried to defuse the tension in the classroom after a student launched an insult at another student."	85	91
"insult"	"insult_vrb"	"Her criticism wasn’t constructive; she just wanted to insult him personally."	56	62
"insult"	"insult_vrb"	"It takes a lot for me to get offended, so you have to really work hard to insult me."	74	80
"insult"	"insult_vrb"	"It's not nice to insult someone based on their appearance."	17	23
"insult"	"insult_vrb"	"The comedian's jokes were meant to entertain, not insult."	50	56
"insult"	"insult_vrb"	"Don't bother trying to insult me - I have thick skin and won't let your words get under my skin."	23	29
"interchange"	"interchange_nou"	"At the cultural interchange event, participants learned about traditions and customs from different countries around the world."	16	27
"interchange"	"interchange_nou"	"During rush hour, traffic on the highway comes to a standstill due to poor interchange design."	75	86
"interchange"	"interchange_nou"	"Her art explores themes of cultural exchange and interchange throughout history."	49	60
"interchange"	"interchange_nou"	"She had an interesting interchange with the customer service representative that left her feeling frustrated."	23	34
"interchange"	"interchange_nou"	"The city's bike-share program includes an interchange system that allows riders to switch bikes at designated stations."	42	53
"interchange"	"interchange_vrb"	"His role required him to frequently interchange between different tasks."	36	47
"interchange"	"interchange_vrb"	"It was difficult to interchange between the two languages fluently."	20	31
"interchange"	"interchange_vrb"	"My job requires me to interchange tasks frequently to keep up with demand."	22	33
"interchange"	"interchange_vrb"	"The public transportation app made it easier to interchange between buses and trains."	48	59
"interchange"	"interchange_vrb"	"The team managers agreed to interchange players for the next game."	28	39
"intimate"	"intimate_adj"	"After years of being together, they still enjoyed spending intimate moments alone."	59	67
"intimate"	"intimate_adj"	"It felt strange to be in such an intimate setting with someone she barely knew."	33	41
"intimate"	"intimate_adj"	"The couple shared an intimate dinner at a cozy little restaurant in the village."	21	29
"intimate"	"intimate_adj"	"The hotel room was decorated with soft lighting and intimate furnishings."	52	60
"intimate"	"intimate_adj"	"Their conversation turned into an intimate discussion about their deepest fears and desires."	34	42
"intimate"	"intimate_vrb"	"Her words seemed to intimate a deeper connection between us."	20	28
"intimate"	"intimate_vrb"	"She found his gaze to intimate a hidden message she couldn't quite decipher."	22	30
"intimate"	"intimate_vrb"	"The painting appeared to intimate a deeper message beneath its surface."	25	33
"intimate"	"intimate_vrb"	"After years of silence, the family finally started to intimate that many of their struggles stemmed from addiction."	54	62
"intimate"	"intimate_vrb"	"In other words, Coexist stickers may intimate a desire for global love."	37	45
"intrigue"	"intrigue_nou"	"She found herself caught up in the political intrigue of the royal court."	45	53
"intrigue"	"intrigue_nou"	"As they delved deeper into the case, the investigators discovered a complex web of intrigue involving multiple suspects."	83	91
"intrigue"	"intrigue_nou"	"Unbeknownst to his colleagues, John had been hatching an intrigue with a rival company to oust their boss and take over the business."	57	65
"intrigue"	"intrigue_nou"	"The spy agency suspected that there was an intrigue brewing within the enemy camp."	43	51
"intrigue"	"intrigue_nou"	"It wasn't until years later that the public learned about the shocking intrigue between the CEO and his former protégé that led to the corporation's downfall."	71	79
"intrigue"	"intrigue_nou-vrb"	"Despite feeling tired after work, the new restaurant down the street still managed to intrigue him enough to make reservations for dinner."	86	94
"intrigue"	"intrigue_nou-vrb"	"He would intrigue his dates by sharing stories about his exotic travel experiences."	9	17
"intrigue"	"intrigue_nou-vrb"	"Her enigmatic smile seemed to intrigue him even more."	30	38
"intrigue"	"intrigue_nou-vrb"	"The author's wild imaginations in her novels always intrigue literary critics."	52	60
"intrigue"	"intrigue_nou-vrb"	"The puzzle had been solved, yet it still had the power to intrigue him for hours on end."	58	66
"invalid"	"invalid_adj"	"The hotel room keycard became invalid when we paid our bill late."	30	37
"invalid"	"invalid_adj"	"They couldn't use their coupons because they were marked invalid by mistake."	57	64
"invalid"	"invalid_adj"	"Unfortunately, your application has been rejected because it contained invalid information."	71	78
"invalid"	"invalid_adj"	"To avoid getting caught, they decided to use an invalid phone number while making threats against their bosses."	48	55
"invalid"	"invalid_adj"	"When asked whether Pluto should be considered a planet still, scientists decided its small size made it scientifically invalid."	119	126
"invalid"	"invalid_nou"	"Due to a chronic condition, he was classified as an invalid by the government."	52	59
"invalid"	"invalid_nou"	"The invalid was confined to her bed for months due to a severe illness."	4	11
"invalid"	"invalid_nou"	"After breaking his leg, he became an invalid and had to rely on others for assistance."	37	44
"invalid"	"invalid_nou"	"Her mother became bedridden and invalid following the stroke."	32	39
"invalid"	"invalid_nou"	"After his accident, he had to use an invalid chair for a few months until he could walk again."	37	44
"invert"	"invert_adj-nou"	"A good quality invert can fetch top dollar at a specialized sale."	15	21
"invert"	"invert_adj-nou"	"Wouldn't it be amazing to discover a previously unknown invert variety?"	56	62
"invert"	"invert_adj-nou"	"The invert of the sewer line needed to be inspected for damage after the heavy rainfall."	4	10
"invert"	"invert_adj-nou"	"Regular maintenance should include cleaning out any accumulated material from the invert to avoid backups and overflows."	82	88
"invert"	"invert_adj-nou"	"Life as an invert could be miserable in the old days."	11	17
"invert"	"invert_vrb"	"After years of traditional teaching methods, the school decided to invert its approach and focus on student-led learning."	67	73
"invert"	"invert_vrb"	"They had to invert their canoe after capsizing in the rapids."	12	18
"invert"	"invert_vrb"	"De Morgan's laws allow us to easily invert logical operations involving AND and OR gates."	36	42
"invert"	"invert_vrb"	"Can you invert an image without using photo editing software?"	8	14
"invert"	"invert_vrb"	"The math teacher asked the students to invert the matrix for their homework assignment."	39	45
"invite"	"invite_nou"	"After winning the contest, she got an invite to perform at next year's music festival."	38	44
"invite"	"invite_nou"	"His parents were excited to receive an invite from their son to visit him in his new apartment."	39	45
"invite"	"invite_nou"	"I got an invite to my ex's wedding, but I didn't want to go."	9	15
"invite"	"invite_nou"	"She received an invite to her best friend's wedding and was thrilled to be a part of it."	16	22
"invite"	"invite_nou"	"The company extended an invite to all employees for a team-building retreat in Hawaii."	24	30
"invite"	"invite_vrb"	"Can we invite our dog to join us on this hike?"	7	13
"invite"	"invite_vrb"	"Do you want to come over tonight? I’m having some people from work over and we would love to invite you!"	95	101
"invite"	"invite_vrb"	"His parents always invite us over for holidays."	19	25
"invite"	"invite_vrb"	"She didn't invite him to the wedding."	11	17
"invite"	"invite_vrb"	"They invite us to their house for dinner every weekend."	5	11
"isolate"	"isolate_nou"	"His eccentric behavior made him feel like an isolate among his colleagues."	45	52
"isolate"	"isolate_nou"	"She spent hours alone in her room, feeling like an isolate from the rest of the world."	51	58
"isolate"	"isolate_nou"	"The island was once an isolate, but now it's connected by a bridge."	23	30
"isolate"	"isolate_nou"	"To avoid contamination, the team worked in sterile conditions and wore protective suits when handling the isolate."	106	113
"isolate"	"isolate_nou"	"With no phone signal or internet connection available, it truly did feel like being isolate from civilization."	84	91
"isolate"	"isolate"	"The scientist tried to isolate the bacteria from the sample in order to study it more effectively."	23	30
"isolate"	"isolate"	"The company's policy is to isolate employees who have been exposed to confidential information."	27	34
"isolate"	"isolate"	"It was difficult to isolate the problem without more information."	20	27
"isolate"	"isolate"	"It can be difficult to isolate the root cause of some problems."	23	30
"isolate"	"isolate"	"They managed to isolate the source of the contamination in the water supply."	16	23
"jesus"	"jesus"	"Blessed Mother Mary and sweet Baby Jesus, we thank thee for this bounty."	35	40
"jesus"	"jesus"	"For Jesus' sake, be careful!"	4	9
"jesus"	"jesus"	"Holy Jesus, did you see that sunset?"	5	10
"jesus"	"jesus"	"Jesus' resurrection three days after his death is celebrated as Easter by many Christians around the world."	0	5
"jesus"	"jesus"	"The teachings of Jesus emphasize love, compassion, and forgiveness."	17	22
"jesus"	"jesus_es"	"Jesus is a common name in Spain and Latin America."	0	5
"jesus"	"jesus_es"	"Jesus was a mischievous child when he was in school."	0	5
"jesus"	"jesus_es"	"What gift did Jesus give his girlfriend for Christmas?"	14	19
"jesus"	"jesus_es"	"The teacher called on Jesus to answer the question."	22	27
"jesus"	"jesus_es"	"The bartender served Jesus another beer and asked him how his day was going."	21	26
"job"	"job_bible"	"There was a man named Job who lived in the land of Uz."	22	25
"job"	"job_bible"	"God boasted about Job's righteousness, saying that no one on earth was like him."	18	21
"job"	"job_bible"	"One day, Satan came to visit Job and asked permission from God to test him."	29	32
"job"	"job_bible"	"Satan challenged God's assessment, arguing that Job only served Him because He had protected him and given him wealth."	48	51
"job"	"job_bible"	"The book of Job is a poetic and philosophical masterpiece in the Old Testament of the Bible."	12	15
"job"	"job"	"After graduation, she landed a great job offer from Google."	37	40
"job"	"job"	"Being a stay-at-home mom was never my plan, but it's become my full-time job."	73	76
"job"	"job"	"Overworking oneself can lead to burnout and decreased productivity on the job."	74	77
"job"	"job"	"She's been working at her current job for over five years now."	34	37
"job"	"job"	"The new employee was eager to learn the ropes and do a great job."	61	64
"laminate"	"laminate_nou"	"The hotel room keycard was protected against wear and tear by being encased in plastic laminate."	87	95
"laminate"	"laminate_nou"	"In order to protect the table from spills and stains, they covered it with a layer of clear laminate."	92	100
"laminate"	"laminate_nou"	"Laminate samples were distributed to potential customers at the trade show."	0	8
"laminate"	"laminate_nou"	"His ID card was encased in a sturdy laminate cover for protection."	36	44
"laminate"	"laminate_nou"	"Homeowners preferred laminate siding due to its resistance to weathering effects."	21	29
"laminate"	"laminate_vrb"	"After printing out the recipe, she decided to laminate it for easy reference in the kitchen."	46	54
"laminate"	"laminate_vrb"	"Due to frequent handling by customers, the shop assistant had to regularly re-laminate product labels."	78	86
"laminate"	"laminate_vrb"	"My grandmother likes to laminate photos of loved ones and display them around the house."	24	32
"laminate"	"laminate_vrb"	"In order to ensure its longevity, they chose to laminate the new sign rather than leave it unprotected."	48	56
"laminate"	"laminate_vrb"	"This machine can both fax and laminate documents effortlessly."	30	38
"lead"	"lead_nou"	"Lead is a toxic substance that can harm human health."	0	4
"lead"	"lead_nou"	"Scientists discovered high levels of lead contamination in the soil near the old factory site."	37	41
"lead"	"lead_nou"	"You should always test your soil for lead before planting vegetables."	37	41
"lead"	"lead_nou"	"They use lead-free paint in all their products."	9	13
"lead"	"lead_nou"	"I don't think that lead is safe for use in children's toys."	19	23
"lead"	"lead_nou-vrb"	"With extensive knowledge of art history, she was well-equipped to lead visitors on an insightful tour of the gallery."	66	70
"lead"	"lead_nou-vrb"	"The teacher asked the students to lead the class in a discussion on climate change."	34	38
"lead"	"lead_nou-vrb"	"Despite facing many obstacles along the way, they managed to successfully lead the expedition to its conclusion."	74	78
"lead"	"lead_nou-vrb"	"This new app is taking the lead in social media trends."	27	31
"lead"	"lead_nou-vrb"	"We always keep our dog on a lead."	28	32
"learned"	"learned_adj"	"A learned individual is one who has acquired a deep understanding through study or experience."	2	9
"learned"	"learned_adj"	"After years of practice, she had become a learned musician with great skill on the guitar."	42	49
"learned"	"learned_adj"	"He displayed a learned demeanor when discussing complex philosophical concepts."	15	22
"learned"	"learned_adj"	"Her learned comments about art were impressive to everyone in the gallery."	4	11
"learned"	"learned_adj"	"His opponents often criticized him for being overly learned and out-of touch with common people's concerns."	52	59
"learned"	"learned_vrb"	"In science class yesterday, we learned about photosynthesis."	31	38
"learned"	"learned_vrb"	"He learned how to cook from his mother."	3	10
"learned"	"learned_vrb"	"My parents never learned how to use social media properly."	17	24
"learned"	"learned_vrb"	"By age three, most children have learned basic language skills such as vocabulary words and simple phrases."	33	40
"learned"	"learned_vrb"	"Have you ever learned anything interesting just by eavesdropping?"	14	21
"live"	"live_adj"	"The live feed from the security camera showed the thief stealing packages from porches."	4	8
"live"	"live_adj"	"The audience went wild when they announced their decision to go live."	64	68
"live"	"live_adj"	"The band's energy was palpable when they performed their hit single live during the festival."	68	72
"live"	"live_adj"	"Have you watched Mark's Facebook live?"	33	37
"live"	"live_adj"	"My cat prefers to eat live fish rather than canned food."	22	26
"live"	"live_vrb"	"Do you guys live around here?"	12	16
"live"	"live_vrb"	"I live alone in a small studio apartment."	2	6
"live"	"live_vrb"	"It is not possible to live without water."	22	26
"live"	"live_vrb"	"They live in a small town in Ohio."	5	9
"live"	"live_vrb"	"You cannot live life backward; look ahead and move forward only."	11	15
"lives"	"lives_nou"	"A cat has nine lives."	15	20
"lives"	"lives_nou"	"My grandmother recounted stories from her childhood that I had never heard before, shedding light on lives long past."	101	106
"lives"	"lives_nou"	"In retrospect, how differently would our adult lives look if we could go back in time?"	47	52
"lives"	"lives_nou"	"He risked his life to save the lives of others during the fire."	31	36
"lives"	"lives_nou"	"He decided to pursue his passion for music by doing solo lives instead of joining a band."	57	62
"lives"	"lives_vrb"	"He lives a life of luxury."	3	8
"lives"	"lives_vrb"	"My best friend's family lives on a farm in rural Ohio."	24	29
"lives"	"lives_vrb"	"Our neighbor, Mr. Johnson, who lives two doors away, always gives out candy to kids at Halloween."	31	36
"lives"	"lives_vrb"	"He has a cat that lives under his bed."	18	23
"lives"	"lives_vrb"	"The city lives up to its reputation as a foodie paradise."	9	14
"mate"	"mate_nou"	"According to legend, the first mate plants sprouted where the goddesses' tears fell upon."	31	35
"mate"	"mate_nou"	"As an environmentalist, she chose mate over coffee because it uses less water during production."	34	38
"mate"	"mate_nou"	"At first, she found the taste of mate too earthy but soon grew fond of it."	33	37
"mate"	"mate_nou"	"She sipped her mate tea."	15	19
"mate"	"mate_nou"	"The traditional South American mate was made from dried leaves of the yerba plant."	31	35
"mate"	"mate"	"He needed a study mate to help him prepare for exams."	18	22
"mate"	"mate"	"When choosing a wine to pair with dinner, considering your dining mate's preferences is essential."	66	70
"mate"	"mate"	"After weeks of searching, he finally met his soul mate."	50	54
"mate"	"mate"	"It was difficult to mate the puzzle pieces together because they were all different shapes and sizes."	20	24
"mate"	"mate"	"The zookeeper tried to mate the two tigers, but they refused to breed."	23	27
"minute"	"minute_adj"	"A minute error caused the entire system to crash."	2	8
"minute"	"minute_adj"	"Her slender fingers were capable of manipulating minute objects."	49	55
"minute"	"minute_adj"	"The minute details of the painting made it a masterpiece."	4	10
"minute"	"minute_adj"	"The minute creature was hard to see."	4	10
"minute"	"minute_adj"	"I couldn't believe how minute and detailed the sculpture was."	23	29
"minute"	"minute"	"Sorry, but there isn’t much time left—only half a minute!"	54	60
"minute"	"minute"	"She spent hours preparing for her five-minute presentation."	39	45
"minute"	"minute"	"He was late by exactly one minute."	27	33
"minute"	"minute"	"Please wait a minute while I check availability."	14	20
"minute"	"minute"	"Is this seat taken for the next minute?"	32	38
"misuse"	"misuse_nou"	"The company's misuse of funds led to its financial downfall."	14	20
"misuse"	"misuse_nou"	"He warned against the misuse of antibiotics and its consequences on public health."	22	28
"misuse"	"misuse_nou"	"There's concern about the potential misuse of facial recognition software by governments and corporations."	36	42
"misuse"	"misuse_nou"	"Some critics argue that social media platforms have contributed to the misuse of information."	71	77
"misuse"	"misuse_nou"	"They condemned the military's misuse of force against peaceful protesters."	30	36
"misuse"	"misuse_vrb"	"It's not appropriate to misuse religious symbols for fashion or decoration."	24	30
"misuse"	"misuse_vrb"	"It's important not to misuse prescription medication by taking more than the recommended dose."	22	28
"misuse"	"misuse_vrb"	"Some people have been known to misuse their intellectual abilities to deceive others."	31	37
"misuse"	"misuse_vrb"	"You should be careful when handling sharp objects; don’t misuse them so that no one gets hurt."	59	65
"misuse"	"misuse_vrb"	"Children can easily misuse technology if they are not properly supervised."	20	26
"mobile"	"mobile"	"A mobile unit provided medical care."	2	8
"mobile"	"mobile"	"As a travel blogger, she relies heavily on her trusty mobile companion."	54	60
"mobile"	"mobile"	"Thanks to mobile banking apps, managing finances became much more convenient."	10	16
"mobile"	"mobile"	"The mobile phone was ringing loudly on my desk."	4	10
"mobile"	"mobile"	"He enjoys playing games on his mobile during long commutes."	31	37
"mobile"	"mobile_geo"	"Are there any groups or clubs in Mobile dedicated specifically to photography enthusiasts?"	33	39
"mobile"	"mobile_geo"	"Can anyone recommend good hotels around Mobile where we can stay while our home gets renovated?"	40	46
"mobile"	"mobile_geo"	"Mobile Mayor Sandy Stimpson has been working hard on revitalizing the city since taking office."	0	6
"mobile"	"mobile_geo"	"Mobile has some of the most beautiful parks, like the Botanical Gardens."	0	6
"mobile"	"mobile_geo"	"Mobile truly embodies Southern hospitality; visitors always feel welcome & leave wanting more!"	0	6
"mobile"	"mobile_nou-art"	"As visitors entered the gallery, they were greeted by a stunning mobile that seemed to defy gravity, suspended high above their heads."	65	71
"mobile"	"mobile_nou-art"	"The sculptor used recycled materials to create a large-scale mobile that hung majestically in the city square."	61	67
"mobile"	"mobile_nou-art"	"The mobile stood out among the other artworks at the exhibition due to its unique blend of technology and craftsmanship."	4	10
"mobile"	"mobile_nou-art"	"The mobile was made up of dozens of small, intricately carved wooden birds, each one unique and beautifully detailed."	4	10
"mobile"	"mobile_nou-art"	"Despite its complex appearance, the mobile was surprisingly stable due to careful weight distribution and counterbalancing techniques used by the creator."	36	42
"moderate"	"moderate_adj-nou"	"The restaurant offers a variety of dishes at moderate prices."	45	53
"moderate"	"moderate_adj-nou"	"While not extremely wealthy, they lived comfortably thanks to a moderate family inheritance."	64	72
"moderate"	"moderate_adj-nou"	"Despite his busy schedule, he made time for moderate exercise most days of the week."	44	52
"moderate"	"moderate_adj-nou"	"Her speech was well received by the audience, who found her tone to be moderate yet confident."	71	79
"moderate"	"moderate_adj-nou"	"Moderate snowfall throughout winter months ensured ample water supply come springtime."	0	8
"moderate"	"moderate_vrb"	"After getting into trouble for using strong language, he promised to moderate his speech from now on."	69	77
"moderate"	"moderate_vrb"	"As the group leader, she worked hard to moderate everyone's contributions."	40	48
"moderate"	"moderate_vrb"	"His attempts to moderate his behavior only seemed to make things worse."	16	24
"moderate"	"moderate_vrb"	"It's important for parents to moderate their children's access to technology."	30	38
"moderate"	"moderate_vrb"	"The event organizer decided to bring in a trained facilitator to help moderate the panel discussion."	70	78
"moped"	"moped_nou"	"The moped club organized a charity event to raise money for local children's hospitals."	4	9
"moped"	"moped_nou"	"He rode his moped to work every day to save money on gas."	12	17
"moped"	"moped_nou"	"His prized possession is a vintage moped that he restored himself over several weekends."	35	40
"moped"	"moped_nou"	"I inherited my grandfather's old moped when he passed away."	33	38
"moped"	"moped_nou"	"The moped had been left in the garage for years, but it still started right up."	4	9
"moped"	"moped_vrb"	"After breaking up with her boyfriend, Sarah moped around for weeks."	44	49
"moped"	"moped_vrb"	"Mark moped throughout the funeral service, grieving the loss of his best friend."	5	10
"moped"	"moped_vrb"	"Sophie moped because she couldn't attend the concert due to illness."	7	12
"moped"	"moped_vrb"	"Rachel moped during her solo trip to Europe, feeling lonely and lost."	7	12
"moped"	"moped_vrb"	"My grandfather moped in his chair, reminiscing about the good old days."	15	20
"mouth"	"mouth_nou"	"With pouty lips and an open mouth, the model posed seductively for the camera."	28	33
"mouth"	"mouth_nou"	"When excited, her mouth would twitch uncontrollably."	18	23
"mouth"	"mouth_nou"	"The doctor injected Novocain into my gums so that my mouth wouldn’t feel anything during the procedure."	53	58
"mouth"	"mouth_nou"	"The baby put everything in her mouth, including her toes."	31	36
"mouth"	"mouth_nou"	"She stuffed her mouth full of popcorn and chewed noisily throughout the movie."	16	21
"mouth"	"mouth_vrb"	"After getting injured on set, she had to mouth her dialogue instead of physically saying it."	41	46
"mouth"	"mouth_vrb"	"Despite feeling nervous, she managed to mouth out a few words of thanks during her acceptance speech."	40	45
"mouth"	"mouth_vrb"	"The tourists were amazed by the street performer who could mouth fire without burning himself."	59	64
"mouth"	"mouth_vrb"	"The teacher asked the students to mouth the answers softly so they wouldn't disturb others."	34	39
"mouth"	"mouth_vrb"	"The girl couldn't help but mouth her crush's name under her breath all day long."	27	32
"nestle"	"nestle_nam"	"Nestle's portfolio includes brands such as KitKat, Maggi, and Gerber."	0	6
"nestle"	"nestle_nam"	"In 2017, Nestle sold its US confectionary business to Ferrero SpA for $2.8 billion."	9	15
"nestle"	"nestle_nam"	"In addition to its food and beverage products, Nestle also produces pet food and pharmaceuticals."	47	53
"nestle"	"nestle_nam"	"Nestle has been criticized for its environmental impact, particularly in regards to palm oil production."	0	6
"nestle"	"nestle_nam"	"Nestle has faced boycotts due to concerns about child labor in its cocoa supply chain."	0	6
"nestle"	"nestle_vrb"	"She loved to nestle up with a good book and cup of tea."	13	19
"nestle"	"nestle_vrb"	"After a long run, she liked to nestle herself into a hot bath and unwind."	31	37
"nestle"	"nestle_vrb"	"It felt nice to finally find a spot where she could nestle herself safely."	52	58
"nestle"	"nestle_vrb"	"It was an invitation to come closer, to nestle in."	40	46
"nestle"	"nestle_vrb"	"We found a small clearing where we could nestle ourselves among nature's embrace."	41	47
